,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Katangli,51.7102,143.2326,54.19,95,100,6.85,RU,1661196051
360,Alghero,40.5589,8.3181,77.09,78,0,4.61,IT,1661196052
361,Ranipur,27.2879,68.5051,81.23,86,99,6.35,PK,1661196052
362,Weligama,5.9667,80.4167,77.95,88,100,12.33,LK,1661196053
363,Udangudi,8.4333,78.0167,82.45,65,100,14.14,IN,1661196053
364,Cidreira,-30.1811,-50.2056,60.85,71,0,7.76,BR,1661195938
365,Lüderitz,-26.6481,15.1594,66.45,41,0,4.94,NA,1661195951
366,Deputatsky,69.3,139.9,45.52,93,98,4.74,RU,1661196054
367,Rawson,-43.3002,-65.1023,68.59,26,75,23.11,AR,1661196055
368,Kamaishi,39.2667,141.8833,73.69,96,99,8.43,JP,1661196055
369,Bose,45.4612,8.0137,75.85,59,5,4.88,IT,1661196056
370,Iroquois Falls,48.7669,-80.6831,77.5,43,6,2.62,CA,1661196056
371,Kem',64.9555,34.5793,64.17,71,53,9.82,RU,1661196057
372,Cairns,-16.9167,145.7667,66.07,93,7,9.22,AU,1661196062
373,Les Cayes,18.2,-73.75,86.0,65,85,10.11,HT,1661196063
374,Māngrol,21.1167,70.1167,80.76,85,100,17.02,IN,1661196063
375,Maltahöhe,-24.8333,16.9833,61.29,11,0,7.7,NA,1661196064
376,Valdivia,-39.8142,-73.2459,57.29,69,100,3.49,CL,1661195837
377,Tubmanburg,6.8708,-10.8172,75.11,93,100,5.14,LR,1661196065
378,Gimli,50.6336,-96.9907,69.62,82,69,12.21,CA,1661196065
379,Norman Wells,65.282,-126.8329,59.04,72,100,12.66,CA,1661196066
380,Ambositra,-20.5167,47.25,50.14,98,32,3.89,MG,1661196066
381,Kawalu,-7.3817,108.2082,70.27,98,85,1.23,ID,1661196067
382,Sistranda,63.7256,8.834,53.56,73,27,15.39,NO,1661196071
383,Amalāpuram,16.5833,82.0167,79.29,85,100,3.78,IN,1661196072
384,Shache,38.4167,77.2406,66.99,63,100,18.61,CN,1661196073
385,Adrar,20.5022,-10.0711,103.66,16,3,6.08,MR,1661196073
386,Camacha,33.0833,-16.3333,69.22,83,75,12.66,PT,1661196074
387,Kabalo,-6.05,26.9167,83.17,35,37,3.65,CD,1661196074
388,Brae,60.3964,-1.353,56.79,83,55,11.81,GB,1661195861
389,Hong Kong,22.2855,114.1577,86.38,86,100,8.01,HK,1661196049
390,Acapulco de Juárez,16.8634,-99.8901,87.62,70,75,8.05,MX,1661195816
391,Ahipara,-35.1667,173.1667,56.52,78,51,15.12,NZ,1661196076
392,Jūrmala,56.968,23.7704,68.02,94,0,8.05,LV,1661196076
393,Letnyaya Stavka,45.4306,43.4472,73.4,35,32,19.24,RU,1661196076
394,Nago,26.5881,127.9761,84.63,83,42,7.63,JP,1661196077
395,Ostrovnoy,68.0531,39.5131,63.55,60,12,19.82,RU,1661196077
396,Maiduguri,11.8464,13.1603,78.57,73,100,4.52,NG,1661196078
397,Krasnosel'kup,65.7,82.4667,54.34,77,100,11.79,RU,1661196078
398,Urzicuţa,44.0167,23.55,75.76,61,100,6.6,RO,1661196079
399,Nhulunbuy,-12.2333,136.7667,68.61,94,0,4.61,AU,1661196079
400,Kifrī,34.6959,44.9661,94.32,13,0,2.48,IQ,1661196080
401,Numan,9.4667,12.0333,74.48,91,100,7.54,NG,1661196080
402,Seydi,39.4816,62.9137,71.24,15,0,11.88,TM,1661196081
403,Laguna,38.421,-121.4238,91.02,49,0,1.99,US,1661195964
404,Sharan,54.8167,54.0,66.61,54,0,4.61,RU,1661196081
405,Bogashevo,56.3683,85.1447,42.64,100,100,0.0,RU,1661196082
406,Methven,-43.6333,171.65,37.9,76,0,5.44,NZ,1661196082
407,Leningradskiy,69.3833,178.4167,39.72,78,0,13.11,RU,1661196083
408,Ugoofaaru,5.6667,73.0,81.28,77,100,11.5,MV,1661196077
409,San Policarpo,12.1791,125.5072,78.01,87,100,7.43,PH,1661196084
410,Acolla,-11.7319,-75.5463,59.5,37,20,5.84,PE,1661196084
411,Sisimiut,66.9395,-53.6735,47.62,72,100,15.41,GL,1661196085
412,Dvinskoy,62.1535,45.1175,63.48,75,56,4.99,RU,1661196085
413,Kemin,42.7846,75.6892,58.06,41,77,5.64,KG,1661196086
414,Igarka,67.4667,86.5833,48.07,94,100,10.36,RU,1661196086
415,Cayenne,4.9333,-52.3333,77.04,88,100,5.75,GF,1661196087
416,Lira,2.235,32.9097,66.2,91,86,4.47,UG,1661196087
417,Moose Factory,51.2585,-80.6094,51.8,93,100,8.05,CA,1661196087
418,Omboué,-1.5746,9.2618,74.23,88,100,11.41,GA,1661196088
419,Hambantota,6.1241,81.1185,79.29,79,100,17.65,LK,1661196088
420,Panórama,40.5878,23.0315,77.52,69,20,5.75,GR,1661196089
421,Humaitá,-7.5061,-63.0208,98.94,21,26,4.81,BR,1661196089
422,Nueve de Julio,-35.4444,-60.8831,64.96,43,23,11.01,AR,1661196090
423,Atambua,-9.1061,124.8925,67.89,83,98,6.93,ID,1661196090
424,Areia Branca,-4.9561,-37.1369,91.6,67,100,14.74,BR,1661196091
425,Knysna,-34.0363,23.0471,53.01,91,99,5.53,ZA,1661196091
426,Baiyin,36.5583,104.2081,70.03,66,100,7.23,CN,1661196092
427,Sorong,-0.8833,131.25,77.76,85,96,3.85,ID,1661196092
428,Vila Franca do Campo,37.7167,-25.4333,73.81,67,65,3.11,PT,1661196093
429,Elizabethton,36.3487,-82.2107,84.94,60,40,0.0,US,1661196094
430,Kloulklubed,7.0419,134.2556,83.66,74,24,9.19,PW,1661196094
431,Thinadhoo,0.5333,72.9333,82.08,77,82,9.66,MV,1661196077
432,Narsaq,60.9167,-46.05,57.42,56,16,4.99,GL,1661196095
433,Husavik,66.0449,-17.3389,44.58,84,98,6.17,IS,1661195868
434,Cap Malheureux,-19.9842,57.6142,72.46,70,97,7.0,MU,1661196096
435,Praia,14.9215,-23.5087,84.74,74,75,10.36,CV,1661195821
436,Touros,-5.1989,-35.4608,80.08,75,92,18.16,BR,1661196093
437,Ţahţā,26.7693,31.5021,95.77,22,0,8.08,EG,1661196097
438,Saint-Pierre,-21.3393,55.4781,71.91,76,20,5.75,RE,1661196098
439,Almaty,43.25,76.95,51.71,50,20,2.24,KZ,1661196098
440,Sibolga,1.7427,98.7792,76.33,85,63,3.36,ID,1661196099
441,Wajir,1.7471,40.0573,78.84,55,0,22.88,KE,1661196099
442,Rørvik,64.8621,11.2373,55.38,82,75,17.27,NO,1661196100
443,Tamiahua,21.2667,-97.45,89.71,57,3,12.3,MX,1661196100
444,Leer,8.3018,30.1418,72.41,93,33,0.98,SS,1661196101
445,Luwuk,-0.9516,122.7875,74.48,89,100,6.55,ID,1661196101
446,Saint-Joseph,-21.3667,55.6167,66.2,73,12,8.95,RE,1661196102
447,Mayo,38.8876,-76.5119,88.95,76,20,5.75,US,1661196102
448,Whitianga,-36.8333,175.7,51.19,94,76,5.68,NZ,1661196103
449,Inírida,3.8653,-67.9239,77.18,90,78,2.8,CO,1661196103
450,Ambatofinandrahana,-20.55,46.8,52.66,84,5,6.33,MG,1661196104
451,Grootfontein,-19.5667,18.1167,49.57,34,0,1.14,NA,1661196104
452,Alenquer,-1.9417,-54.7383,85.6,58,91,2.35,BR,1661196105
453,Tankhoy,51.5528,105.1306,53.35,75,7,5.23,RU,1661196105
454,Poum,-20.2333,164.0167,72.68,80,37,10.92,NC,1661196106
455,Kedrovyy,56.1667,91.8167,46.87,79,100,0.29,RU,1661196106
456,Quelimane,-17.8786,36.8883,67.95,77,0,2.3,MZ,1661196107
457,Brainerd,46.358,-94.2008,78.82,50,100,5.75,US,1661195957
458,Hirara,24.8,125.2833,85.42,77,9,15.28,JP,1661196110
459,Chapais,49.7834,-74.8492,74.98,41,24,5.48,CA,1661196110
460,Winnemucca,40.973,-117.7357,88.12,13,0,10.07,US,1661196111
461,Irati,-25.4672,-50.6511,59.83,72,64,3.56,BR,1661196111
462,Celestún,20.8667,-90.4,87.75,62,1,13.06,MX,1661196112
463,Sur,22.5667,59.5289,89.4,60,94,9.75,OM,1661196112
464,Yerbogachën,61.2767,108.0108,45.88,91,100,3.87,RU,1661196113
465,Williston,48.147,-103.618,91.81,43,83,1.99,US,1661195521
466,Bulgan,48.8125,103.5347,46.13,74,100,1.52,MN,1661196113
467,Matagami,49.7502,-77.6328,78.91,44,75,8.05,CA,1661195997
468,Wuchang,44.9143,127.15,51.42,97,6,8.72,CN,1661196114
469,Codrington,-38.2667,141.9667,45.64,64,100,19.13,AU,1661195882
470,Agadir,30.4202,-9.5982,77.45,55,65,5.46,MA,1661196115
471,Duma,34.7653,108.135,73.2,55,93,4.23,CN,1661196115
472,Roebourne,-20.7833,117.1333,69.73,23,0,13.69,AU,1661196116
473,Kirakira,-10.4544,161.9205,76.06,77,24,8.1,SB,1661196116
474,Ferrol,43.4832,-8.2369,71.28,93,100,10.04,ES,1661196116
475,Chui,-33.6971,-53.4616,57.96,76,1,8.25,UY,1661196117
476,Morro Bay,35.3658,-120.8499,91.72,32,19,7.0,US,1661196117
477,Udachny,66.4167,112.4,39.45,100,100,4.85,RU,1661196118
478,Teguise,29.0605,-13.564,71.82,78,20,28.77,ES,1661196118
479,Bakel,14.905,-12.4568,87.64,59,82,3.06,SN,1661196119
480,Antofagasta,-23.65,-70.4,66.22,53,0,6.62,CL,1661196041
481,Vung Tau,10.346,107.0843,80.19,83,100,9.64,VN,1661196119
482,Basoko,1.2391,23.616,72.59,96,100,3.38,CD,1661196120
483,Coyhaique,-45.5752,-72.0662,51.75,66,100,5.75,CL,1661195912
484,Yichang,30.7144,111.2847,86.34,64,100,1.83,CN,1661196120
485,Biak,-0.9131,122.8766,73.96,86,100,8.57,ID,1661196121
486,Lynn Haven,30.2455,-85.6483,91.98,60,75,6.91,US,1661196121
487,Griffith,41.5284,-87.4237,82.06,62,40,8.05,US,1661196122
488,Répcelak,47.4211,17.018,63.91,90,100,16.75,HU,1661196122
489,Moranbah,-22.0016,148.0466,53.89,87,0,3.18,AU,1661196123
490,Turan,16.0678,108.2208,80.58,89,20,4.61,VN,1661195965
491,Sault Ste. Marie,46.5168,-84.3333,79.09,61,0,14.97,CA,1661195842
492,Wagar,16.1525,36.2032,89.06,46,100,6.31,SD,1661196123
493,Laibin,23.7,109.2667,80.65,84,100,3.13,CN,1661196124
494,Juneau,58.3019,-134.4197,64.09,87,75,3.44,US,1661195828
495,Russell,32.3502,-85.1999,82.96,78,40,3.44,US,1661196086
496,Atar,20.5169,-13.0499,103.48,20,34,6.93,MR,1661196125
497,Kavaratti,10.5669,72.642,80.46,80,56,18.43,IN,1661196125
498,San Jerónimo,-11.9472,-75.2829,62.08,37,24,6.24,PE,1661196126
499,Porosozero,62.7191,32.727,61.09,93,100,8.14,RU,1661196126
500,Liverpool,53.4106,-2.9779,67.28,90,75,5.75,GB,1661196079
501,Katsuura,35.1333,140.3,75.22,91,94,2.48,JP,1661196127
502,Zhigansk,66.7697,123.3711,41.11,95,100,15.37,RU,1661196127
503,Haines Junction,60.7522,-137.5108,57.15,77,100,2.3,CA,1661196128
504,Tornio,65.8481,24.1466,60.82,68,0,11.54,FI,1661196128
505,Bilma,18.6853,12.9164,95.61,32,22,10.42,NE,1661196129
506,Pertuis,43.6925,5.5028,79.95,45,0,6.22,FR,1661196129
507,Blairmore,49.6,-114.4353,80.19,28,34,2.59,CA,1661196130
508,Broome,42.2506,-75.833,76.17,88,75,4.61,US,1661196130
509,Fortuna,40.5982,-124.1573,77.94,63,0,12.66,US,1661196015
510,Acarí,-15.4311,-74.6158,74.32,48,0,8.46,PE,1661196131
511,Aitape,-3.1374,142.3475,76.96,88,29,7.7,PG,1661196131
512,Ballina,-28.8667,153.5667,56.79,84,1,10.18,AU,1661196132
513,Along,28.1667,94.7667,76.57,97,13,1.3,IN,1661196132
514,Iquique,-20.2208,-70.1431,59.04,66,8,7.67,CL,1661196133
515,Alvinópolis,-20.1067,-43.0489,76.44,32,0,5.73,BR,1661196133
516,Saldanha,-33.0117,17.9442,50.05,82,100,10.16,ZA,1661196134
517,Nizwá,22.9333,57.5333,92.44,34,60,4.52,OM,1661196134
518,Popova,42.9603,131.7228,65.12,71,0,11.81,RU,1661196135
519,Trincomalee,8.5711,81.2335,78.44,84,98,19.66,LK,1661196135
520,Neryungri,56.6709,124.6491,46.71,83,97,4.03,RU,1661196136
521,Olinda,-8.0089,-34.8553,73.13,88,75,17.27,BR,1661196141
522,Kachīry,53.0675,76.1036,51.85,59,34,6.29,KZ,1661196141
523,Pa Sang,18.5262,98.9394,78.78,95,100,1.3,TH,1661196142
524,Arlit,18.7369,7.3853,101.19,15,99,3.18,NE,1661196142
525,Kibala,9.1104,18.3463,73.58,88,17,4.05,TD,1661196143
526,Cururupu,-1.8283,-44.8683,84.97,56,91,7.09,BR,1661196143
527,Hervey Bay,-25.2986,152.8535,63.07,71,2,3.53,AU,1661196144
528,San Cristobal,7.7669,-72.225,82.58,62,100,7.14,VE,1661196145
529,Khorramshahr,30.4397,48.1664,94.96,28,0,4.61,IR,1661196145
530,Port Hardy,50.6996,-127.4199,62.78,88,100,4.61,CA,1661196146
531,Bani Walid,31.7566,13.9942,79.84,47,5,11.39,LY,1661196146
532,Kwang Binh,17.4833,106.6,80.98,79,93,4.85,VN,1661196147
533,Xichang,27.8964,102.2634,67.57,92,24,1.12,CN,1661196108
534,Yar-Sale,66.8333,70.8333,58.26,81,10,8.48,RU,1661196147
535,Borgentreich,51.5692,9.2411,74.16,44,98,10.11,DE,1661196148
536,Alès,44.1333,4.0833,78.08,54,0,7.02,FR,1661196148
537,São Raimundo das Mangabeiras,-7.0219,-45.4811,94.98,20,94,6.29,BR,1661196149
538,Oranjemund,-28.55,16.4333,57.52,77,0,5.5,NA,1661196149
539,Onega,63.9061,38.1404,68.81,61,95,10.22,RU,1661196150
540,Jizan,17.3333,42.6667,90.54,63,81,4.41,SA,1661196150
541,Tataouine,32.9297,10.4518,83.86,41,1,8.14,TN,1661196151
542,Ocala,29.1872,-82.1401,93.92,41,85,4.79,US,1661195900
543,Khanbari,27.3747,87.2039,72.03,89,24,2.53,NP,1661196151
544,Kosh-Agach,50.0,88.6667,39.06,73,18,1.97,RU,1661196152
545,La Asuncion,11.0333,-63.8628,83.93,74,26,12.66,VE,1661196152
546,Vao,-22.6667,167.4833,69.91,79,100,15.9,NC,1661196153
547,Gamba,-2.65,10.0,72.61,91,100,9.01,GA,1661196153
548,Anlu,31.1661,112.5831,84.04,70,100,7.34,CN,1661196154
549,Dalby,-27.1833,151.2667,44.98,97,0,10.31,AU,1661196154
550,Suvorovo,43.3333,27.6,73.35,90,0,3.89,BG,1661196155
551,Arrondissement de Thiers,45.8333,3.5,70.12,70,100,2.26,FR,1661196155
552,Lakes Entrance,-37.8811,147.981,41.16,94,100,11.61,AU,1661196156
553,Channel-Port aux Basques,47.5702,-59.1367,67.89,86,42,12.35,CA,1661196156
554,Poli,-3.3333,36.8,61.09,53,25,9.19,TZ,1661196156
555,Vicuña,-30.0319,-70.7081,77.77,40,0,5.79,CL,1661196157
556,Urbano Santos,-3.2078,-43.4036,94.87,26,94,3.02,BR,1661196158
557,Forsytheganj,52.6333,29.7333,67.77,47,4,7.11,BY,1661196158
558,Half Moon Bay,37.4636,-122.4286,89.89,67,0,13.8,US,1661196158
559,Tombouctou,20.0,-3.0,108.09,11,100,5.26,ML,1661196159
560,Cody,44.5263,-109.0565,86.2,32,0,10.36,US,1661195867
561,Khandyga,62.6667,135.6,41.0,95,100,3.8,RU,1661196160
562,Krasnogvardeyets,52.6804,52.3635,70.9,51,7,4.38,RU,1661196160
563,Alice Springs,-23.7,133.8833,53.15,62,100,24.16,AU,1661195959
564,Issaquah,47.5301,-122.0326,82.89,60,0,6.91,US,1661195619
565,Lavumisa,-27.31,31.892,59.41,72,0,1.99,SZ,1661196161
566,Río Gallegos,-51.6226,-69.2181,44.65,61,75,6.91,AR,1661196028
567,Ukiah,39.1502,-123.2078,94.44,37,0,11.5,US,1661196007
568,Kpandu,6.9954,0.2931,75.78,84,100,6.76,GH,1661196162
